year,phase_id,phase_name,match_id,teams,date,local_time,gmt_time,results,description_url,press_conference_url,dir_id,p3_url,p2_url
2014,1,Pool A,46,ITA-BRA,06/07/2014,17:00,15:00,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=46&No=47109,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=46&No=47110,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-046.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-046.pdf
2014,2,Pool B,3,BUL-USA,23/05/2014,20:30,17:30,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=3&No=45864,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=3&No=45868,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-003.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-003.pdf
2014,2,Pool B,4,BUL-USA,24/05/2014,20:00,17:00,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=4&No=45886,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=4&No=45888,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-004.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-004.pdf
2014,2,Pool B,7,SRB-RUS,30/05/2014,20:00,18:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=7&No=46003,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=7&No=46004,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-007.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-007.pdf
2014,2,Pool B,10,SRB-RUS,31/05/2014,20:00,18:00,3-1,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=10&No=46029,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=10&No=46030,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-010.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-010.pdf
2014,2,Pool B,13,USA-RUS,06/06/2014,19:00,02:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=13&No=46148,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=13&No=46151,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-013.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-013.pdf
2014,2,Pool B,15,BUL-SRB,07/06/2014,20:10,17:00,0-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=15&No=46164,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=15&No=46167,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-015.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-015.pdf
2014,2,Pool B,16,USA-RUS,07/06/2014,19:10,02:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=16&No=46182,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=16&No=46183,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-016.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-016.pdf
2014,2,Pool B,17,BUL-SRB,08/06/2014,20:10,17:00,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=17&No=46191,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=17&No=46195,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-017.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-017.pdf
2014,2,Pool B,20,USA-SRB,13/06/2014,19:00,00:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=20&No=46514,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=20&No=46515,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-020.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-020.pdf
2014,2,Pool B,22,RUS-BUL,14/06/2014,18:00,12:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=22&No=46526,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=22&No=46528,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-022.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-022.pdf
2014,2,Pool B,23,USA-SRB,14/06/2014,19:00,00:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=23&No=46547,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=23&No=46549,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-023.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-023.pdf
2014,2,Pool B,24,RUS-BUL,15/06/2014,18:00,12:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=24&No=46561,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=24&No=46563,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-024.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-024.pdf
2014,2,Pool B,27,RUS-SRB,20/06/2014,18:00,12:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=27&No=46787,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=27&No=46788,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-027.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-027.pdf
2014,2,Pool B,30,USA-BUL,20/06/2014,19:00,00:00,3-1,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=30&No=46807,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=30&No=46809,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-030.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-030.pdf
2014,2,Pool B,31,RUS-SRB,21/06/2014,18:00,12:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=31&No=46820,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=31&No=46822,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-031.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-031.pdf
2014,2,Pool B,32,USA-BUL,21/06/2014,19:00,00:00,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=32&No=46831,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=32&No=46832,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-032.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-032.pdf
2014,2,Pool B,35,RUS-USA,27/06/2014,18:00,15:00,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=35&No=46927,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=35&No=46929,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-035.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-035.pdf
2014,2,Pool B,37,SRB-BUL,27/06/2014,20:00,18:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=37&No=46935,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=37&No=46937,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-037.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-037.pdf
2014,2,Pool B,38,RUS-USA,28/06/2014,18:00,15:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=38&No=46969,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=38&No=46970,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-038.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-038.pdf
2014,2,Pool B,40,SRB-BUL,29/06/2014,20:00,18:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=40&No=46995,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=40&No=46996,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-040.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-040.pdf
2014,2,Pool B,42,SRB-USA,04/07/2014,20:00,18:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=42&No=47075,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=42&No=47077,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-042.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-042.pdf
2014,2,Pool B,44,BUL-RUS,05/07/2014,20:00,17:00,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=44&No=47090,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=44&No=47093,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-044.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-044.pdf
2014,2,Pool B,47,BUL-RUS,06/07/2014,20:00,17:00,0-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=47&No=47112,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=47&No=47114,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-047.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-047.pdf
2014,2,Pool B,48,SRB-USA,06/07/2014,20:00,18:00,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=48&No=47115,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=48&No=47116,WL2014-1,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P3-048.pdf,http://www.fivb.org/vis_web/volley/WL2014-1/pdf/P2-048.pdf
2014,3,Pool C,1,BEL-AUS,23/05/2014,20:10,18:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=1&No=45865,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=1&No=45867,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-001.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-001.pdf
2014,3,Pool C,5,BEL-AUS,25/05/2014,16:10,14:00,3-1,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=5&No=45902,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=5&No=45905,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-005.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-005.pdf
2014,3,Pool C,11,CAN-FIN,31/05/2014,18:12,00:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=11&No=46034,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=11&No=46036,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-011.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-011.pdf
2014,3,Pool C,15,CAN-FIN,01/06/2014,18:10,00:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=15&No=46059,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=15&No=46060,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-015.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-015.pdf
2014,3,Pool C,19,BEL-CAN,06/06/2014,20:00,18:00,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=19&No=46131,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=19&No=46135,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-019.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-019.pdf
2014,3,Pool C,22,AUS-FIN,07/06/2014,19:10,09:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=22&No=46154,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=22&No=46155,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-022.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-022.pdf
2014,3,Pool C,25,AUS-FIN,08/06/2014,16:10,06:00,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=25&No=46185,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=25&No=46186,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-025.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-025.pdf
2014,3,Pool C,27,BEL-CAN,08/06/2014,16:00,14:00,3-1,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=2&MatchNo=27&No=46189,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2014/viewMatchInfo.asp?Category=3&MatchNo=27&No=46199,WL2014-2,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P3-027.pdf,http://www.fivb.org/vis_web/volley/WL2014-2/pdf/P2-027.pdf
