year,phase_id,phase_name,match_id,teams,date,local_time,gmt_time,results,description_url,press_conference_url,dir_id,p3_url,p2_url
2013,2,Pool B,22,ITA-GER,09/06/2013,18:00,16:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=22&No=39512,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=22&No=39511,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-022.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-022.pdf
2013,2,Pool B,25,RUS-SRB,14/06/2013,18:10,15:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=25&No=39623,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=25&No=39624,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-025.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-025.pdf
2013,2,Pool B,26,ITA-CUB,14/06/2013,20:00,18:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=26&No=39645,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=26&No=39647,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-026.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-026.pdf
2013,2,Pool B,31,RUS-SRB,15/06/2013,18:10,15:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=31&No=39669,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=31&No=39670,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-031.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-031.pdf
2013,2,Pool B,35,ITA-CUB,16/06/2013,20:10,18:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=35&No=39719,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=35&No=39720,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-035.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-035.pdf
2013,2,Pool B,37,RUS-ITA,21/06/2013,18:10,12:00,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=37&No=39961,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=37&No=39964,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-037.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-037.pdf
2013,2,Pool B,39,RUS-ITA,22/06/2013,18:10,12:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=39&No=40006,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=39&No=40008,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-039.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-039.pdf
2013,2,Pool B,41,GER-CUB,22/06/2013,19:00,17:00,3-0,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=41&No=40018,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=41&No=40021,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-041.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-041.pdf
2013,2,Pool B,45,GER-CUB,23/06/2013,17:00,15:00,3-1,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=45&No=40106,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=45&No=40109,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-045.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-045.pdf
2013,2,Pool B,47,IRI-SRB,21/06/2013,17:10,12:30,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=47&No=39975,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=47&No=39996,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-047.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-047.pdf
2013,2,Pool B,48,IRI-SRB,23/06/2013,17:10,12:30,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=48&No=40104,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=48&No=40105,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-048.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-048.pdf
2013,2,Pool B,52,ITA-IRI,28/06/2013,20:10,18:00,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=52&No=40465,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=52&No=40466,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-052.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-052.pdf
2013,2,Pool B,53,CUB-RUS,28/06/2013,20:50,00:40,0-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=53&No=40479,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=53&No=40481,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-053.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-053.pdf
2013,2,Pool B,58,SRB-GER,29/06/2013,20:11,18:00,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=58&No=40533,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=58&No=40534,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-058.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-058.pdf
2013,2,Pool B,59,CUB-RUS,29/06/2013,20:50,00:40,3-1,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=59&No=40550,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=59&No=40554,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-059.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-059.pdf
2013,2,Pool B,62,ITA-IRI,30/06/2013,19:13,17:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=62&No=40603,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=62&No=40604,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-062.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-062.pdf
2013,2,Pool B,63,SRB-GER,30/06/2013,20:11,18:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=63&No=40605,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=63&No=40607,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-063.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-063.pdf
2013,2,Pool B,70,GER-RUS,05/07/2013,20:00,18:00,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=70&No=40907,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=70&No=40910,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-070.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-070.pdf
2013,2,Pool B,72,CUB-IRI,05/07/2013,20:50,00:40,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=72&No=40931,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=72&No=40935,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-072.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-072.pdf
2013,2,Pool B,76,SRB-ITA,06/07/2013,20:10,18:00,2-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=76&No=40966,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=76&No=40967,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-076.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-076.pdf
2013,2,Pool B,77,GER-RUS,06/07/2013,20:10,18:00,3-2,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=77&No=40963,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=77&No=40970,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-077.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-077.pdf
2013,2,Pool B,78,CUB-IRI,06/07/2013,20:50,00:40,1-3,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=2&MatchNo=78&No=40985,http://www.fivb.org/EN/volleyball/competitions/WorldLeague/2013/viewMatchInfo.asp?Category=3&MatchNo=78&No=40987,WL2013,http://www.fivb.org/vis_web/volley/WL2013/pdf/P3-078.pdf,http://www.fivb.org/vis_web/volley/WL2013/pdf/P2-078.pdf
